Year,,_1,Year_link,_link,_1_link,Source_Table,Western consul,Eastern consul,Western consul_link,Eastern consul_link
suff.,M. Silius Messala (May),ignotus,,https://en.wikipedia.org/wiki/Marcus_Silius_Messala,,Table_8,,,,
suff.,L. Julius Messala Rutilianus (July),C. Aemilius Severus Cantabrinus,,,,Table_8,,,,
suff.,L. Fabius Cilo Septiminus Catinius Acilianus Lepidus Fulcinianus[180],,,https://en.wikipedia.org/wiki/Lucius_Fabius_Cilo,,Table_8,,,,
194,L. Septimius Severus Pertinax Augustus II,D. Clodius Septimius Albinus Augustus (Gaul),,https://en.wikipedia.org/wiki/Septimius_Severus,https://en.wikipedia.org/wiki/Clodius_Albinus,Table_8,,,,
suff.,C. Gabinius Barbarus Pompeianus,ignotus,,,,Table_8,,,,
195,P. Julius Scapula Tertullus Priscus,Q. Tineius Clemens,,,https://en.wikipedia.org/wiki/Quintus_Tineius_Clemens,Table_8,,,,
196,C. Domitius Dexter II,L. Valerius Messalla Thrasea Priscus,,https://en.wikipedia.org/wiki/Gaius_Domitius_Dexter,https://en.wikipedia.org/wiki/Lucius_Valerius_Messalla_Thrasea_Priscus,Table_8,,,,
197,T. Sextius Magius Lateranus,Cuspius Rufinus[181],,https://en.wikipedia.org/wiki/Titus_Sextius_Magius_Lateranus_(consul_197),https://en.wikipedia.org#cite_note-181,Table_8,,,,
198,P. Martius Sergius Saturninus,L. Aurelius Gallus,,,,Table_8,,,,
suff.,Q. Anicius Faustus[182],ignotus,,https://en.wikipedia.org/wiki/Quintus_Anicius_Faustus,,Table_8,,,,
199,P. Cornelius Anullinus II,M. Aufidius Fronto,,https://en.wikipedia.org/wiki/Publius_Cornelius_Anullinus,,Table_8,,,,
200,Ti. Claudius Severus Proculus,C. Aufidius Victorinus,,https://en.wikipedia.org/wiki/Tiberius_Claudius_Severus_Proculus,,Table_8,,,,
Year,,,,,,Table_9,,,,
201,L. Annius Fabianus,M. Nonius Arrius Mucianus,,https://en.wikipedia.org/wiki/Lucius_Annius_Fabianus,https://en.wikipedia.org/wiki/Marcus_Nonius_Arrius_Mucianus,Table_9,,,,
202,L. Septimius Severus Pertinax Augustus III,M. Aurelius Antoninus Augustus,,https://en.wikipedia.org/wiki/Septimius_Severus,https://en.wikipedia.org/wiki/Caracalla,Table_9,,,,
suff.[183],T. Murrenius Severus,C. Cassius Regallianus,https://en.wikipedia.org#cite_note-183,,https://en.wikipedia.org/wiki/Gaius_Cassius_Regallianus,Table_9,,,,
203,C. Fulvius Plautianus,P. Septimius Geta II,,https://en.wikipedia.org/wiki/Gaius_Fulvius_Plautianus,https://en.wikipedia.org/wiki/Publius_Septimius_Geta_(brother_of_Septimius_Severus),Table_9,,,,
204,L. Fabius Cilo Septiminus Catinius Acilianus Lepidus Fulcinianus II,M. Annius Flavius Libo,,https://en.wikipedia.org/wiki/Lucius_Fabius_Cilo,https://en.wikipedia.org/wiki/Marcus_Annius_Flavius_Libo,Table_9,,,,
suff.,L. Pomponius Liberalis[184],ignotus,,https://en.wikipedia.org#cite_note-184,,Table_9,,,,
205,M. Aurelius Antoninus Augustus II,P. Septimius Geta Caesar,,https://en.wikipedia.org/wiki/Caracalla,https://en.wikipedia.org/wiki/Geta_(emperor),Table_9,,,,
206,M. Nummius Umbrius Primus Senecio Albinus,L. Fulvius Gavius Numisius Petronius Aemilianus,,https://en.wikipedia.org/wiki/Marcus_Nummius_Umbrius_Primus_Senecio_Albinus,,Table_9,,,,
suff.[185],P. Tullius Marsus (attested 10 December),M. Caelius Faustinus,https://en.wikipedia.org#cite_note-185,,,Table_9,,,,
207,L. Annius Maximus[186],C. Septimius Severus Aper,,https://en.wikipedia.org#cite_note-186,https://en.wikipedia.org/wiki/Gaius_Septimius_Severus_Aper,Table_9,,,,
208,M. Aurelius Antoninus Augustus III,P. Septimius Geta Caesar II,,https://en.wikipedia.org/wiki/Caracalla,https://en.wikipedia.org/wiki/Geta_(emperor),Table_9,,,,
209,L. Aurelius Commodus Pompeianus,Q. Hedius Lollianus Plautius Avitus,,https://en.wikipedia.org/wiki/Lucius_Aurelius_Commodus_Pompeianus,https://en.wikipedia.org/wiki/Quintus_Hedius_Lollianus_Plautius_Avitus,Table_9,,,,
210,M'. Acilius Faustinus,A. Triarius Rufinus,,,,Table_9,,,,
211,Hedius Lollianus Terentius Gentianus,Pomponius Bassus,,https://en.wikipedia.org/wiki/Hedius_Lollianus_Terentius_Gentianus,https://en.wikipedia.org/wiki/Pomponius_Bassus_(consul_211),Table_9,,,,
212,C. Julius Asper II,C. Julius Camilius Asper,,https://en.wikipedia.org/wiki/Gaius_Julius_Asper,,Table_9,,,,
suff.,(Cn. Claudius ?) Severus (May–June),(Ti. Claudius ?) Pompeianus,,,,Table_9,,,,
213,M. Aurelius Severus Antoninus Augustus IV,D. Caelius Calvinus Balbinus II,,https://en.wikipedia.org/wiki/Caracalla,https://en.wikipedia.org/wiki/Balbinus,Table_9,,,,
214,L. Valerius Messalla,C. Octavius Appius Suetrius Sabinus,,https://en.wikipedia.org/wiki/Lucius_Valerius_Messalla_(consul_214),https://en.wikipedia.org/wiki/Gaius_Octavius_Appius_Suetrius_Sabinus,Table_9,,,,
215,Q. Maecius Laetus II,M. Munatius Sulla Cerialis,,https://en.wikipedia.org/wiki/Quintus_Maecius_Laetus,https://en.wikipedia.org/wiki/Marcus_Munatius_Sulla_Cerialis,Table_9,,,,
216,P. Catius Sabinus II,P. Cornelius Anullinus,,https://en.wikipedia.org/wiki/Publius_Catius_Sabinus,,Table_9,,,,
217,C. Bruttius Praesens,T. Messius Extricatus II,,,,Table_9,,,,
218,M. Opellius Severus Macrinus Augustus II,M. Oclatinius Adventus,,https://en.wikipedia.org/wiki/Macrinus,https://en.wikipedia.org/wiki/Marcus_Oclatinius_Adventus,Table_9,,,,
suff.,M. Aurelius Antoninus Augustus (from 8 June),,,https://en.wikipedia.org/wiki/Elagabalus,,Table_9,,,,
219,M. Aurelius Antoninus Augustus II,Q. Tineius Sacerdos II,,https://en.wikipedia.org/wiki/Elagabalus,https://en.wikipedia.org/wiki/Quintus_Tineius_Sacerdos,Table_9,,,,
220,M. Aurelius Antoninus Augustus III,P. Valerius Comazon,,https://en.wikipedia.org/wiki/Elagabalus,https://en.wikipedia.org/wiki/Publius_Valerius_Comazon,Table_9,,,,
221,C. Vettius Gratus Sabinianus,M. Flavius Vitellius Seleucus,,https://en.wikipedia.org/wiki/Gaius_Vettius_Gratus_Sabinianus,,Table_9,,,,
222,M. Aurelius Antoninus Augustus IV,M. Aurelius Alexander Caesar,,https://en.wikipedia.org/wiki/Elagabalus,https://en.wikipedia.org/wiki/Severus_Alexander,Table_9,,,,
223,L. Marius Maximus Perpetuus Aurelianus II,L. Roscius Aelianus Paculus Salvius Julianus,,https://en.wikipedia.org/wiki/Marius_Maximus,,Table_9,,,,
224,Ap. Claudius Julianus II,C. Bruttius Crispinus,,https://en.wikipedia.org/wiki/Appius_Claudius_Julianus,,Table_9,,,,
225,Ti. Manilius Fuscus II,Ser. Calpurnius Domitius Dexter,,,,Table_9,,,,
226,M. Aurelius Severus Alexander Augustus II,C. Aufidius Marcellus II,,https://en.wikipedia.org/wiki/Severus_Alexander,,Table_9,,,,
227,M. Nummius Senecio Albinus,M. Laelius Fulvius Maximus Aemilianus,,https://en.wikipedia.org/wiki/Marcus_Nummius_Senecio_Albinus,,Table_9,,,,
228,Q. Aiacius Modestus Crescentianus II,M. Pomponius Maecius Probus,,,https://en.wikipedia.org/wiki/Marcus_Pomponius_Maecius_Probus,Table_9,,,,
229,M. Aurelius Severus Alexander Augustus III,L. Cassius Dio,,https://en.wikipedia.org/wiki/Severus_Alexander,https://en.wikipedia.org/wiki/Cassius_Dio,Table_9,,,,
230,L. Virius Agricola,Sex. Catius Clementinus Priscillianus,,,https://en.wikipedia.org/wiki/Sextus_Catius_Clementinus_Priscillianus,Table_9,,,,
231,L. Ti. Claudius Pompeianus,T. Flavius Sallustius Paelignianus,,https://en.wikipedia.org/wiki/Lucius_Tiberius_Claudius_Pompeianus,,Table_9,,,,
232,L. Virius Lupus Julianus,L. Marius Maximus Aurelianus,,https://en.wikipedia.org/wiki/Lucius_Virius_Lupus_Iulianus,,Table_9,,,,
233,L. Valerius Maximus Acilius Priscillianus,Cn. Cornelius Paternus,,https://en.wikipedia.org/wiki/Lucius_Valerius_Maximus_(consul_233),,Table_9,,,,
234,M. Clodius Pupienus Maximus II,M. Munatius Sulla Urbanus[187],,https://en.wikipedia.org/wiki/Pupienus,https://en.wikipedia.org/wiki/Marcus_Munatius_Sulla_Urbanus,Table_9,,,,
235,Cn. Claudius Severus,L. Ti. Claudius Quintianus,,,,Table_9,,,,
236[188],C. Julius Verus Maximinus Augustus,M. Pupienus Africanus Maximus,https://en.wikipedia.org#cite_note-188,https://en.wikipedia.org/wiki/Maximinus_Thrax,https://en.wikipedia.org/wiki/Marcus_Pupienus_Africanus_Maximus,Table_9,,,,
237,L. Marius Perpetuus,L. Mummius Felix Cornelianus,,,,Table_9,,,,
238,C. Fulvius Pius,Q. Pontius Proculus Pontianus,,,,Table_9,,,,
239,M. Antonius Gordianus Augustus,M'. Acilius Aviola,,https://en.wikipedia.org/wiki/Gordian_III,https://en.wikipedia.org/wiki/Manius_Acilius_Aviola,Table_9,,,,
240,C. Octavius Appius Suetrius Sabinus II,L. Ragonius Venustus,,https://en.wikipedia.org/wiki/Gaius_Octavius_Appius_Suetrius_Sabinus,https://en.wikipedia.org/wiki/Lucius_Ragonius_Venustus,Table_9,,,,
241,M. Antonius Gordianus Augustus II,Clodius Pompeianus,,https://en.wikipedia.org/wiki/Gordian_III,,Table_9,,,,
242,C. Vettius Gratus Atticus Sabinianus,C. Asinius Lepidus Praetextatus,,https://en.wikipedia.org/wiki/Gaius_Vettius_Gratus_Atticus_Sabinianus,,Table_9,,,,
243,L. Annius Arrianus,C. Cervonius Papus,,https://en.wikipedia.org/wiki/Lucius_Annius_Arrianus,,Table_9,,,,
244,Ti. Pollienus Armenius Peregrinus,Fulvius Aemilianus,,https://en.wikipedia.org/wiki/Tiberius_Pollienus_Armenius_Peregrinus,,Table_9,,,,
245,M. Julius Philippus Augustus,C. Maesius Titianus,,https://en.wikipedia.org/wiki/Philip_the_Arab,,Table_9,,,,
246,C. Bruttius Praesens,C. Allius Albinus,,,,Table_9,,,,
247,M. Julius Philippus Augustus II,M. Julius Severus Philippus Caesar,,https://en.wikipedia.org/wiki/Philip_the_Arab,https://en.wikipedia.org/wiki/Philip_II_(emperor),Table_9,,,,
248,M. Julius Philippus Augustus III,M. Julius Severus Philippus Augustus II,,https://en.wikipedia.org/wiki/Philip_the_Arab,https://en.wikipedia.org/wiki/Philip_II_(emperor),Table_9,,,,
249,L. Fulvius Gavius Numisius Aemilianus II,L. Naevius Aquilinus,,,,Table_9,,,,
250,C. Messius Quintus Trajanus Decius Augustus II,Vettius Gratus,,https://en.wikipedia.org/wiki/Decius,https://en.wikipedia.org/wiki/Vettius_Gratus_(consul_250),Table_9,,,,
251,C. Messius Quintus Trajanus Decius Augustus III,Q. Herennius Etruscus Messius Decius Caesar,,https://en.wikipedia.org/wiki/Decius,https://en.wikipedia.org/wiki/Herennius_Etruscus,Table_9,,,,
252,C. Vibius Trebonianus Gallus Augustus II,C. Vibius Volusianus Augustus,,https://en.wikipedia.org/wiki/Trebonianus_Gallus,https://en.wikipedia.org/wiki/Volusianus,Table_9,,,,
253,C. Vibius Volusianus Augustus II,L. Valerius Poplicola Balbinus Maximus,,https://en.wikipedia.org/wiki/Volusianus,https://en.wikipedia.org/wiki/Lucius_Valerius_Poplicola_Balbinus_Maximus,Table_9,,,,
254,P. Licinius Valerianus Augustus II,P. Licinius Gallienus Augustus,,https://en.wikipedia.org/wiki/Valerian_(emperor),https://en.wikipedia.org/wiki/Gallienus,Table_9,,,,
255,P. Licinius Valerianus Augustus III,P. Licinius Gallienus Augustus II,,https://en.wikipedia.org/wiki/Valerian_(emperor),https://en.wikipedia.org/wiki/Gallienus,Table_9,,,,
256,L. Valerius Maximus . . . Acilius Priscillianus II,M. Acilius Glabrio,,https://en.wikipedia.org/wiki/Lucius_Valerius_Maximus_(consul_256),https://en.wikipedia.org/wiki/Marcus_Acilius_Glabrio_(consul_256),Table_9,,,,
257,P. Licinius Valerianus Augustus IV,P. Licinius Gallienus Augustus III,,https://en.wikipedia.org/wiki/Valerian_(emperor),https://en.wikipedia.org/wiki/Gallienus,Table_9,,,,
258,M. Nummius Tuscus,Mummius Bassus,,https://en.wikipedia.org/wiki/Marcus_Nummius_Tuscus,,Table_9,,,,
259,Aemilianus,Pomponius Bassus,,,https://en.wikipedia.org/wiki/Pomponius_Bassus_(consul_259),Table_9,,,,
260,P. Cornelius Saecularis II,C. Junius Donatus II,,https://en.wikipedia.org/wiki/Publius_Cornelius_Saecularis,https://en.wikipedia.org/wiki/Gaius_Junius_Donatus,Table_9,,,,
Gaul: M. Cassianius Latinius Postumus Augustus,Honoratianus,,https://en.wikipedia.org/wiki/Postumus,,,Table_9,,,,
261,P. Licinius Gallienus Augustus IV,L. Petronius Taurus Volusianus,,https://en.wikipedia.org/wiki/Gallienus,https://en.wikipedia.org/wiki/Lucius_Petronius_Taurus_Volusianus,Table_9,,,,
Gaul: M. Cassianius Latinius Postumus Augustus II,,,https://en.wikipedia.org/wiki/Postumus,,,Table_9,,,,
262,P. Licinius Gallienus Augustus V,Nummius Faus(t?)ianus,,https://en.wikipedia.org/wiki/Gallienus,,Table_9,,,,
Gaul: M. Cassianius Latinius Postumus Augustus II,,,https://en.wikipedia.org/wiki/Postumus,,,Table_9,,,,
263,M. Nummius Albinus II,Dexter (Maximus?),,https://en.wikipedia.org/wiki/Marcus_Nummius_Albinus,,Table_9,,,,
264,P. Licinius Gallienus Augustus VI,Saturninus,,https://en.wikipedia.org/wiki/Gallienus,,Table_9,,,,
265,Licinius Valerianus II,Lucillus,,https://en.wikipedia.org/wiki/Licinius_Valerianus_(brother_of_Gallienus),https://en.wikipedia.org/wiki/Egnatius_Lucillus,Table_9,,,,
266,P. Licinius Gallienus Augustus VII,Sabinillus,,https://en.wikipedia.org/wiki/Gallienus,,Table_9,,,,
267,Ovinius C. Julius Aquilius Paternus,Arcesilaus,,https://en.wikipedia.org/wiki/Ovinius_Paternus,https://en.wikipedia.org/wiki/Arcesilaus_(consul),Table_9,,,,
Gaul: M. Cassianius Latinius Postumus Augustus IV,M. Piavonius Victorinus,,https://en.wikipedia.org/wiki/Postumus,https://en.wikipedia.org/wiki/Victorinus,,Table_9,,,,
268,Aspasius Paternus II,(Egnatius/Licinius) Marinianus,,https://en.wikipedia.org/wiki/Aspasius_Paternus,https://en.wikipedia.org/wiki/Marinianus_(consul_268),Table_9,,,,
269,M. Aurelius Claudius (Gothicus) Augustus,Paternus,,https://en.wikipedia.org/wiki/Claudius_Gothicus,,Table_9,,,,
Gaul: M. Cassianius Latinius Postumus Augustus V,M. Piavonius Victorinus II,,https://en.wikipedia.org/wiki/Postumus,https://en.wikipedia.org/wiki/Victorinus,,Table_9,,,,
270,Flavius Antiochianus II,Virius Orfitus,,https://en.wikipedia.org/wiki/Flavius_Antiochianus,https://en.wikipedia.org/wiki/Virius_Orfitus,Table_9,,,,
271,L. Domitius Aurelianus Augustus,Pomponius Bassus II,,https://en.wikipedia.org/wiki/Aurelian,https://en.wikipedia.org/wiki/Pomponius_Bassus_(consul_259),Table_9,,,,
Gaul: C. Pius Esuvius Tetricus Augustus,,,https://en.wikipedia.org/wiki/Tetricus_I,,,Table_9,,,,
272,T. Flavius Postumius Quietus,Junius Veldumnianus,,https://en.wikipedia.org/wiki/Titus_Flavius_Postumius_Quietus,,Table_9,,,,
Gaul: C. Pius Esuvius Tetricus Augustus II,,,https://en.wikipedia.org/wiki/Tetricus_I,,,Table_9,,,,
273,A. Caecina Tacitus or M. Claudius Tacitus[189][190],Julius Placidianus,,https://en.wikipedia.org/wiki/Tacitus_(emperor),https://en.wikipedia.org/wiki/Julius_Placidianus,Table_9,,,,
274,L. Domitius Aurelianus Augustus II,Capitolinus,,https://en.wikipedia.org/wiki/Aurelian,,Table_9,,,,
Gaul: C. Pius Esuvius Tetricus Augustus III,,,https://en.wikipedia.org/wiki/Tetricus_I,,,Table_9,,,,
275,L. Domitius Aurelianus Augustus III,(Aurelius?) Marcellinus[191],,https://en.wikipedia.org/wiki/Aurelian,https://en.wikipedia.org/wiki/Marcellinus_(consul_275),Table_9,,,,
276,M. Claudius Tacitus Augustus II,(Fulvius?) Aemilianus,,https://en.wikipedia.org/wiki/Tacitus_(emperor),,Table_9,,,,
277,M. Aurelius Probus Augustus,(L. Julius?)[192] Paulinus,,https://en.wikipedia.org/wiki/Probus_(emperor),"https://en.wikipedia.org#cite_note-FOOTNOTEPLREVol._1,_pp._676,_681-192",Table_9,,,,
278,M. Aurelius Probus Augustus II,Virius Lupus,,https://en.wikipedia.org/wiki/Probus_(emperor),https://en.wikipedia.org/wiki/Virius_Lupus_(consul_278),Table_9,,,,
279,M. Aurelius Probus Augustus III,Nonius Paternus II,,https://en.wikipedia.org/wiki/Probus_(emperor),,Table_9,,,,
280,(L. Valerius?) Messalla,(Vettius?) Gratus,,https://en.wikipedia.org/wiki/Lucius_Valerius_Messalla_(consul_280),https://en.wikipedia.org/wiki/Gratus_(consul_280),Table_9,,,,
281,M. Aurelius Probus Augustus IV,Junius Tiberianus,,https://en.wikipedia.org/wiki/Probus_(emperor),https://en.wikipedia.org/wiki/Junius_Tiberianus_(consul_281),Table_9,,,,
282,M. Aurelius Probus Augustus V,Victorinus,,https://en.wikipedia.org/wiki/Probus_(emperor),,Table_9,,,,
283,M. Aurelius Carus Augustus II,M. Aurelius Carinus Augustus,,https://en.wikipedia.org/wiki/Carus,https://en.wikipedia.org/wiki/Carinus,Table_9,,,,
284,M. Aurelius Carinus Augustus II,M. Aurelius Numerianus Augustus,,https://en.wikipedia.org/wiki/Carinus,https://en.wikipedia.org/wiki/Numerian,Table_9,,,,
suff.,C. Valerius Diocletianus Augustus,(L. Caesonius?) Bassus,,https://en.wikipedia.org/wiki/Diocletian,https://en.wikipedia.org/wiki/Lucius_Caesonius_Ovinius_Manlius_Rufinianus_Bassus,Table_9,,,,
285[193],M. Aurelius Carinus Augustus III,T. Claudius Aurelius Aristobulus,https://en.wikipedia.org#cite_note-193,https://en.wikipedia.org/wiki/Carinus,https://en.wikipedia.org/wiki/Titus_Claudius_Aurelius_Aristobulus,Table_9,,,,
C. Valerius Diocletianus Augustus II,,,https://en.wikipedia.org/wiki/Diocletian,,,Table_9,,,,
286,M. Junius Maximus II,Vettius Aquilinus,,,,Table_9,,,,
287,C. Aurelius Valerius Diocletianus Augustus III,M. Aurelius Valerius Maximianus Augustus,,https://en.wikipedia.org/wiki/Diocletian,https://en.wikipedia.org/wiki/Maximian,Table_9,,,,
288,M. Aurelius Valerius Maximianus Augustus II,Pomponius Januarianus,,https://en.wikipedia.org/wiki/Maximian,https://en.wikipedia.org/wiki/Pomponius_Januarianus,Table_9,,,,
suff.,(...)a,(...)ivianus[194],,,https://en.wikipedia.org#cite_note-194,Table_9,,,,
289,M. Magrius Bassus (January–June)[195],L. Ragonius Quintianus (January–June),,https://en.wikipedia.org#cite_note-195,,Table_9,,,,
suff.,M. Umbrius Primus (July–August),T. Flavius Coelianus (July–August),,,,Table_9,,,,
suff.,Ceionius Proculus (September–October),Helvius Clemens (September–October),,,,Table_9,,,,
suff.,Flavius Decimus (November–December),... ninius Maximus (November–December),,,,Table_9,,,,
290,C. Aurelius Valerius Diocletianus Augustus IV,M. Aurelius Valerius Maximianus Augustus III,,https://en.wikipedia.org/wiki/Diocletian,https://en.wikipedia.org/wiki/Maximian,Table_9,,,,
291,C. Junius Tiberianus II,Cassius Dio,,https://en.wikipedia.org/wiki/Gaius_Junius_Tiberianus,https://en.wikipedia.org/wiki/Cassius_Dio_(consul_291),Table_9,,,,
292,Afranius Hannibalianus,Julius Asclepiodotus,,https://en.wikipedia.org/wiki/Afranius_Hannibalianus,https://en.wikipedia.org/wiki/Julius_Asclepiodotus,Table_9,,,,
293,C. Aurelius Valerius Diocletianus Augustus V,M. Aurelius Valerius Maximianus Augustus IV,,https://en.wikipedia.org/wiki/Diocletian,https://en.wikipedia.org/wiki/Maximian,Table_9,,,,
294,M. Flavius Valerius Constantius Caesar[196],C. Galerius Valerius Maximianus Caesar,,https://en.wikipedia.org/wiki/Constantius_Chlorus,https://en.wikipedia.org/wiki/Galerius,Table_9,,,,
295,Nummius Tuscus,C. Annius Anullinus,,https://en.wikipedia.org/wiki/Nummius_Tuscus,https://en.wikipedia.org/wiki/Gaius_Annius_Anullinus,Table_9,,,,
296,C. Aurelius Valerius Diocletianus Augustus VI,M. Flavius Valerius Constantius Caesar II,,https://en.wikipedia.org/wiki/Diocletian,https://en.wikipedia.org/wiki/Constantius_Chlorus,Table_9,,,,
297,M. Aurelius Valerius Maximianus Augustus V,C. Galerius Valerius Maximianus Caesar II,,https://en.wikipedia.org/wiki/Maximian,https://en.wikipedia.org/wiki/Galerius,Table_9,,,,
298,Anicius Faustus II,Virius Gallus,,https://en.wikipedia.org/wiki/Anicius_Faustus,https://en.wikipedia.org/wiki/Virius_Gallus,Table_9,,,,
299,C. Aurelius Valerius Diocletianus Augustus VII,M. Aurelius Valerius Maximianus Augustus VI,,https://en.wikipedia.org/wiki/Diocletian,https://en.wikipedia.org/wiki/Maximian,Table_9,,,,
300,M. Flavius Valerius Constantius Caesar III,C. Galerius Valerius Maximianus Caesar III,,https://en.wikipedia.org/wiki/Constantius_Chlorus,https://en.wikipedia.org/wiki/Galerius,Table_9,,,,
Year,,,,,,Table_10,,,,
301,T. Flavius Postumius Titianus II,Virius Nepotianus,,https://en.wikipedia.org/wiki/Titus_Flavius_Postumius_Titianus,,Table_10,,,,
302,M. Flavius Valerius Constantius Caesar IV,C. Galerius Valerius Maximianus Caesar IV,,https://en.wikipedia.org/wiki/Constantius_Chlorus,https://en.wikipedia.org/wiki/Galerius,Table_10,,,,
303,C. Aurelius Valerius Diocletianus Augustus VIII,M. Aurelius Valerius Maximianus Augustus VII,,https://en.wikipedia.org/wiki/Diocletian,https://en.wikipedia.org/wiki/Maximian,Table_10,,,,
304,C. Aurelius Valerius Diocletianus Augustus IX,M. Aurelius Valerius Maximianus Augustus VIII,,https://en.wikipedia.org/wiki/Diocletian,https://en.wikipedia.org/wiki/Maximian,Table_10,,,,
305,M. Flavius Valerius Constantius Caesar V,C. Galerius Valerius Maximianus Caesar V,,https://en.wikipedia.org/wiki/Constantius_Chlorus,https://en.wikipedia.org/wiki/Galerius,Table_10,,,,
306,M. Flavius Valerius Constantius Augustus VI,C. Galerius Valerius Maximianus Augustus VI,,https://en.wikipedia.org/wiki/Constantius_Chlorus,https://en.wikipedia.org/wiki/Galerius,Table_10,,,,
307[197],(a) Flavius Valerius Severus Augustus (until Sept.),Galerius Valerius Maximinus Caesar,https://en.wikipedia.org#cite_note-197,https://en.wikipedia.org/wiki/Severus_II,https://en.wikipedia.org/wiki/Maximinus_Daza,Table_10,,,,
(b) M. Aurelius Valerius Maximianus Augustus IX (Italy),Flavius Valerius Constantinus Caesar,,https://en.wikipedia.org/wiki/Maximian,https://en.wikipedia.org/wiki/Constantine_the_Great,,Table_10,,,,
(c) C. Galerius Valerius Maximianus Augustus VII (until Apr.),Galerius Valerius Maximinus Caesar (until Apr.),,https://en.wikipedia.org/wiki/Galerius,https://en.wikipedia.org/wiki/Maximinus_Daza,,Table_10,,,,
308,(a) C. Aurelius Valerius Diocletianus X,C. Galerius Valerius Maximianus Augustus VII,,https://en.wikipedia.org/wiki/Diocletian,https://en.wikipedia.org/wiki/Galerius,Table_10,,,,
(b) M. Aurelius Valerius Maximianus Augustus X[198],,,https://en.wikipedia.org/wiki/Maximian,,,Table_10,,,,
(c) M. Aurelius Valerius Maxentius Augustus (from Apr.),(M. Aurelius Valerius) Romulus (from Apr.),,https://en.wikipedia.org/wiki/Maxentius,https://en.wikipedia.org/wiki/Valerius_Romulus,,Table_10,,,,
309,East: Valerius Licinianus Licinius Augustus,Flavius Valerius Constantinus Caesar[199],,https://en.wikipedia.org/wiki/Licinius,https://en.wikipedia.org/wiki/Constantine_the_Great,Table_10,,,,
Italy: M. Aurelius Valerius Maxentius Augustus II,M. Aurelius Valerius Romulus II,,https://en.wikipedia.org/wiki/Maxentius,https://en.wikipedia.org/wiki/Valerius_Romulus,,Table_10,,,,
310,East: Tatius Andronicus,Pompeius Probus,,,https://en.wikipedia.org/wiki/Pompeius_Probus,Table_10,,,,
Italy: M. Aurelius Valerius Maxentius Augustus III,,,https://en.wikipedia.org/wiki/Maxentius,,,Table_10,,,,
311,C. Galerius Valerius Maximianus Augustus VIII,Galerius Valerius Maximinus Augustus II,,https://en.wikipedia.org/wiki/Galerius,https://en.wikipedia.org/wiki/Maximinus_Daza,Table_10,,,,
Italy: C. Ceionius Rufius Volusianus (from Sep.),Rufinus (from Sep.),,https://en.wikipedia.org/wiki/Gaius_Ceionius_Rufius_Volusianus,,,Table_10,,,,
312,Flavius Valerius Constantinus Augustus II,Valerius Licinianus Licinius Augustus II,,https://en.wikipedia.org/wiki/Constantine_the_Great,https://en.wikipedia.org/wiki/Licinius,Table_10,,,,
Italy: M. Aurelius Valerius Maxentius Augustus IV,,,https://en.wikipedia.org/wiki/Maxentius,,,Table_10,,,,
313,Flavius Valerius Constantinus Augustus III,Galerius Valerius Maximinus Augustus III (until July),,https://en.wikipedia.org/wiki/Constantine_the_Great,https://en.wikipedia.org/wiki/Maximinus_Daza,Table_10,,,,
suff.,Valerius Licinianus Licinius Augustus III,,,https://en.wikipedia.org/wiki/Licinius,,Table_10,,,,
314,C. Ceionius Rufius Volusianus (II),Petronius Annianus,,https://en.wikipedia.org/wiki/Gaius_Ceionius_Rufius_Volusianus,,Table_10,,,,
315,Flavius Valerius Constantinus Augustus IV,Valerius Licinianus Licinius Augustus IV,,https://en.wikipedia.org/wiki/Constantine_the_Great,https://en.wikipedia.org/wiki/Licinius,Table_10,,,,
316,Antonius Caecina Sabinus,C. Vettius Cossinius Rufinus,,,https://en.wikipedia.org/wiki/Gaius_Vettius_Cossinius_Rufinus,Table_10,,,,
317,Ovinius Gallicanus,Caesonius Bassus,,https://en.wikipedia.org/wiki/Ovinius_Gallicanus,https://en.wikipedia.org/wiki/Caesonius_Bassus,Table_10,,,,
318,Valerius Licinianus Licinius Augustus V,Flavius Julius Crispus Caesar,,https://en.wikipedia.org/wiki/Licinius,https://en.wikipedia.org/wiki/Crispus,Table_10,,,,
319,Flavius Valerius Constantinus Augustus V,Valerius Licinianus Licinius Caesar,,https://en.wikipedia.org/wiki/Constantine_the_Great,https://en.wikipedia.org/wiki/Licinius_II,Table_10,,,,
320,Flavius Valerius Constantinus Augustus VI,Flavius Claudius Constantinus Caesar,,https://en.wikipedia.org/wiki/Constantine_the_Great,https://en.wikipedia.org/wiki/Constantine_II_(emperor),Table_10,,,,
321,West: Flavius Julius Crispus Caesar II,Flavius Claudius Constantinus Caesar II,,https://en.wikipedia.org/wiki/Crispus,https://en.wikipedia.org/wiki/Constantine_II_(emperor),Table_10,,,,
East: Valerius Licinianus Licinius Augustus VI,Valerius Licinianus Licinius Caesar II,,https://en.wikipedia.org/wiki/Licinius,https://en.wikipedia.org/wiki/Licinius_II,,Table_10,,,,
322,West: Petronius Probianus[200],Amnius Anicius Julianus,,https://en.wikipedia.org/wiki/Petronius_Probianus,https://en.wikipedia.org/wiki/Amnius_Anicius_Julianus,Table_10,,,,
323,West: Acilius Severus,Vettius Rufinus,,https://en.wikipedia.org/wiki/Acilius_Severus_(consul),,Table_10,,,,
